,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
155,155,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Given a graph in adjacency list form, using what combination of data structure and algorithm can we efficiently find the shortest distance between two nodes.
",0.08310519539784533,0.1507347963012195,0.1665243661672029
156,156,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of these sorting algorithms is unstable?
",0.15992568806421184,0.2604828700612393,0.27239949478109565
157,157,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Calculate x for:
",0.09792289390376953,0.16762973055651012,0.1794653973265204
158,158,29,"hash, table, function, number, bucket, find, use, close, step, insert","Calculate the average number of steps taken to find/insert an item into this closed hash table:Number of keys= 3500 Number of Buckets=15750
",0.10964766636584698,0.19057741376443904,0.2046906631989074
159,159,45,"list, link, array, follow, middle, insert, faster, would, add, singly","In a singly linked list without a tail reference, what is the time complexity of adding an element to the end of the list?
",0.10261894833944903,0.17920642392621774,0.19178072938175322
160,160,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Define an unstable sorting algorithm
",0.15360710431287686,0.250902989892351,0.2627955574880263
161,161,29,"hash, table, function, number, bucket, find, use, close, step, insert","In an Open Hash Table, what type of data structure does each array bucket point to?
",0.10552697865082955,0.1837615512103741,0.19740353951992456
162,162,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","What is the time complexity of Dijkstra's Algorithm? (v is the number of vertices, e is the number of edges)
",0.08362217559943712,0.15157307529898995,0.16666307475014322
163,163,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What is 2^35 mod 7?
",0.10750050711468292,0.18034350979685723,0.1942898411564014
164,164,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","An implementation of insertion sort runs for 10 seconds to sort a list of 10^8 records.How long will it likely run to sort 10^9 records?
",0.12981288931839916,0.2138234252946944,0.2190734904761107
165,165,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the definition of an AVL tree?
",0.10218388298283507,0.17850913923851353,0.1905494328084569
166,166,1,"order, consider, runtime, input, size, constant, post, function, print, correct","Consider the following functions:f(n) = 5n^2 , g(n) = 10n^2 and h(n) = 10^nSelect the true statement below:
",0.07360372740890983,0.1342279815173109,0.14348210460055466
167,167,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Which of the following is valid advice when hashing passwords.
",0.13823660733091614,0.22802990087857644,0.2455229364332382
168,168,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the average time complexity for searching in a Skip List?
",0.12998781162397086,0.21960515400537337,0.23628755618667677
169,169,29,"hash, table, function, number, bucket, find, use, close, step, insert","A closed Hash-table with linear probing uses the function h(x) = x % 5 as a hash function and has slots 0,1,2,3,4.When the elements, (13, 4, 19, 5, 27), are inserted into the Hash-table in order, what is the resulting Hash-table?
",0.10670059818043752,0.1856242302607292,0.19914039424831528
170,170,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What is the shortest path from u to z?
",0.10893368142097601,0.1845678205081984,0.19889769531611065
171,171,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following binary trees are valid AVL trees.A: 20 / \ 8 22 / / \ 4 21 40/3B: 20 / \ 25 15C: 20 / \ 8 22 / \ 5 21D: 20 / \ 8 22
",0.09826687631773158,0.1717763531163664,0.18406776530148874
172,172,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is insertion sort's best case for time complexity?
",0.11746342761172288,0.20240966890208845,0.21806144021649326
173,173,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","Which sorting algorithm best fits this description:StableBest case : (n log n)Average case: (n log n)Worst case: (n log n)
",0.20949866189756325,0.32208742886239317,0.3311047332683488
174,174,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the runtime complexity for this code?for (int i=1; i<n; i++) System.out.println(“test”);int y = n;for (int j=1; j<n; j++) for (int k=1; k<y; k++) System.out.println(“test2”); y = y/2; for(int x = 10; x > 0, x = x-1) System.out.println(""test3"");
",0.09834056845908716,0.16916668102648774,0.180360440849942
175,175,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following statements about sorting algorithms is false?
",0.1616229194320505,0.26121743966181343,0.27289729471257784
176,176,27,"for, follow, int, code, runtime, method, get, correctly, property, class","The following list is being sorted by first letter only:hondahalloumibeeThe sorting algorithm produces the following output:beehalloumihondaWhat property is guaranteed to be true about the sorting algorithm used?
",0.09339770159020878,0.16191554080003942,0.17228774672864045
177,177,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What will the following tree look like after being balanced?4 2 1 0 -1 3 6 5 7
",0.09722145603813276,0.17014827111575578,0.18218922968810794
178,178,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Below shows a binary search tree where V represents the values of each node in the tree. If the values had been inserted in the order 11, 4, 16, 2, 14, 19, 9, 3, 17, 12, 1, 15, 27, 10, 7 what would the value of X (in diagram) be? V V V V V V VV V V V X V V V
",0.09608480574064433,0.1683844977394694,0.18084536755588368
179,179,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider the following binary tree 17 / \ 14 43 / \ / \ 7 16 34 68 / \ 1 3By which traversal/traversals will the node 14 be printed out the latest?
",0.09566812703950917,0.16770052385964657,0.18002052126290177
180,180,44,"correct, slow, may, different, bound, expression, reason, evaluate, key, fibonacci","What does the following arithmetic expression tree evaluate to? / \- +/ \ / \8 2 1 2
",0.038899430740037946,0.0718954248366013,0.071971951601937
181,181,29,"hash, table, function, number, bucket, find, use, close, step, insert","I have a standard closed hash table with linear probing, with the function h(x) = x % 7. I wish to put the following elements: 10, 3, 11, 20, 21, 22, 8 (in that exact order). What does the table look like afterwards?
",0.10700450390145007,0.18621579109344027,0.19962324153741412
182,182,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Which Asymptotic Complexity has the highest growth rate:
",0.11733661499262477,0.19671051640182385,0.2113016215525951
183,183,53,"need, company, for, real, system, large, tell, entry, priority, find","A large company is looking to store their employee ID numbers in an open hash table. They currently have 20,000 employees, however they would like to future proof their system and design their system for a capacity of 30,000. They would like to perform operations on certain IDs with an average number of steps at 4. How many buckets would their hash table require to fit these specifications?
",0.10799811304499363,0.1914726059651246,0.20935965232718917
184,184,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the minimum number of nodes I need to add to an empty AVL tree in order for it to have a depth of 3?
",0.09664307577309794,0.16937274179188078,0.1817612531298176
185,185,39,"first, full, town, work, access, part, last, anywhere, remove, face","A binary tree has six levels, and all are full exceptfor the last level, which is only half full. How manynodes does it have?
",0.037949381462544604,0.07308486202038378,0.0865250881330734
186,186,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","You have been tasked with building a probabilistic Skip list with 1,048,576 nodes.How many lanes will the skip list have? i.e.( if a skip list has lanes labeled ""lane 0"",lane 1"" & ""lane 2"" it has 3 lanes).What is the probability that a node will be assigned to the lane labeled ""lane 15""?
",0.11732782844524182,0.20022967862807453,0.2169983066364746
187,187,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of the following sorting algorithms has the largest best time complexity, i.e. the largest O(n) in the best case:
",0.11746770035989934,0.20266604012060435,0.2176674107394125
188,188,29,"hash, table, function, number, bucket, find, use, close, step, insert","Given the hash function f(x) = x % 10, for the following input (1234,60,1264,3456,638,3666,349,201,470,1000,84,3), which statement is true for this input using open hashing:
",0.10620479822008884,0.18508762788450647,0.19833010014192934
189,189,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","You are implementing a data structure. When you insert a new items at the front of data structure, it can be done in just a few simple steps. When you try to access the 1500th item, you must pass through 1499 others first. If you want to remove an item, you can remove any item in just a few steps once you have found it. It does not have a previous pointer. What data structure have you implemented?
",0.08788553266479873,0.15597629774797903,0.17030544605893658
190,190,29,"hash, table, function, number, bucket, find, use, close, step, insert","Draw a closed hash table with linear probing of size 7. The hash function is h(x) = x % 7.The following elements are inserted into the hash table: 2, 7, 13, 19, 21, 25, 29What is the correct order of the elements now in the hash table?
",0.10801983246888591,0.18793622808962818,0.20133446391685986
191,191,24,"determine, start, want, divide, line, word, weight, grain, need, build","Billy Bob needs to implement a searching algorithm. His algorithm keeps dividing the search area in half (on sorted data) until it arrives at his word. However, there's a twist! The algorithm is very clever, and, if for example the word starts with 'z', it will start searching towards the end. The steps taken by this algorithm is log_base2(log_base2(n)) on average. Which of the following algorithms did Mr. Bob implement?
",0.05115371355397951,0.09602709118838151,0.11503141686061381
192,192,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Given the following algorithm:for(int i = 0; i < n; i++) for(int j = 0; j < n; j++) System.out.println(""I love DSA!!!"");Which of the following following describes the correct time complexity bounds?
",0.09874300395514513,0.17027618606825834,0.18030720082718968
193,193,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is stable?
",0.19532674736936367,0.3060647670520812,0.31746631552915905
194,194,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is stable?
",0.19532674736936367,0.3060647670520812,0.31746631552915905
195,195,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the best, average and worst time complexity of shell sort?
",0.12336303387364525,0.21094082948381954,0.22576072265421251
196,196,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms does not have an average time complexity of nlogn?
",0.1805516222997909,0.28516713747008793,0.2970957893623236
197,197,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","Which of the following ontology languages and notations has the most commercial support globally?
",0.07273908807242142,0.12767209234890714,0.12867326872582022
198,198,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the worst possible time complexity of an insertion sort on a list of size n?
",0.12699987635514587,0.21650520898152484,0.230927664997056
199,199,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","How will the array look after using h-sort with an h-value of 2 on: 5,9,3,7,2
",0.07404540627528965,0.1338489209842325,0.14241790107682095
200,200,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms has an average time complexity ofT(n)=nlog(n) and space complexityT(n)=n?
",0.1827618175601809,0.28850066286649906,0.30034049767997384
201,201,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following trees is a legit binary search tree containing the numbers (2,7,9,12,18,23,26,37,43,75)? Represented in PRE-ORDER traversal!
",0.09816104534378535,0.17181837773168412,0.18415140905996216
202,202,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Given this graph:How many paths of length 2 or less are there from vertex C to F?
",0.07893300633927834,0.14340055190373643,0.15738575199625207
203,203,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the runtime of the following code ?for (int i=1; i<n; i=i*2) System.out.println(“hello”);for (int j=1; j<m; j++) for (int k=1; k<10; k++) for (int l=1; l<j; j++) System.out.println(“CM20254”);
",0.10162954105915914,0.175109198972082,0.18501214165861354
204,204,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which algorithm is the correct description of pre-order traversal
",0.09884971155504312,0.17282809201085858,0.18522505518112134
205,205,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Which of the following is a graph representation?
",0.08582702877657682,0.15409911023082065,0.17020190519582248
206,206,56,"measurement, precision, accuracy, factor, important, valueprecision, repeatable, conduct, yield, close","Accuracy and precision are two important factors to consider when taking data measurements.What are the correct definitions of accuracy and precision?
",0.16129032258064516,0.2777777777777778,0.2817180849095055
207,207,29,"hash, table, function, number, bucket, find, use, close, step, insert","What is the formula to calculate the load on a hash table?
",0.10904409451426349,0.18954188776712708,0.2034964470893273
208,208,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which answer is always TRUE for Linked Lists?
",0.09394019991411723,0.16477276116674097,0.17671138862348446
209,209,29,"hash, table, function, number, bucket, find, use, close, step, insert","Management has asked you to change a closed hashtable to an open hashtable. It currently has a load factor of 0.75.What is the change in the average number of steps to find a bucket after you change the hashtable?Answer is: open av. - closed av, can be positive or negative
",0.1093553536478178,0.1901648482520337,0.20422049251574062
210,210,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","An algorithm has runtime, what is the asymptotic time complexity of this algorithm?
",0.130816959854523,0.22217913874124723,0.23646192958256354
211,211,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Define what a leaf node in a tree is.
",0.09758701127771212,0.1707646394410184,0.1830983872180097
212,212,32,"index, definition, low, high, possible, bind, parent, assume, lecture, exist","Order the complexities from lowest to highest growth rate:a = log(n)b = n log (n)c = (log(n))^2d = sqrt(n)e = 2^nf = n^3g = n
",0.09767696208578465,0.1659142028312272,0.178366864860588
213,213,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is an AVL Tree:
",0.09918624226059086,0.17307808290696003,0.1857437381892236
214,214,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Insert the following numbers lexicographically in an AVL tree: {5,20,8,9,3,11,4,65,85,35,15,1}.What is the in-order transversal of the tree?
",0.10013582531915435,0.17463890423495632,0.18722128693310364
215,215,4,"store, must, number, able, book, like, quickly, application, product, could","You have been tasked with organizing and storing the books available in a library using their ISBN number. Assuming there is only one copy of any book owned by the library, what data structure should you use to complete your task?Some key considerations:You must be able to remove and add books as neededLookup times must be as short as possibleSpace is not an issueBooks do not need to be sorted, merely stored and retrieved
",0.06390471284797301,0.11754376994567577,0.1310738244347949
216,216,7,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce","log212! = 28.8355. What is the minimum number of comparisons needed to sort 12 items?
",0.07369766548059396,0.1353698358410388,0.14482642224839212
217,217,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Given a Linked List, what is the purpose of the following method, if the method call is doesSomething(head):public void doesSomething(Node node) {if(node== null)return;doesSomething(node.next);System.out.println(node.value);}
",0.10049639515859515,0.17390575526792254,0.18360334989521496
218,218,30,"process, sub, describe, current, repeat, deleting, shellsort, leave, treeprocess, typically","The following text describes a type of tree traversal: - Process current node - Process nodes in the left sub-tree - Process nodes in the right sub-treeWhich of the following traversals does the above describe?
",0.031177741268102712,0.05870654898114852,0.0656640860145695
219,219,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the output of the pre-order traversal of the AVL tree which started empty and had the following elements inserted in this order:6, 43, 11, 23, 9, 15
",0.10091140120484887,0.17597981648712097,0.18864696370078515
220,220,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","A graph in which all edges go from one vertex to another in a specific direction is known as what?
",0.08406738862063663,0.1512221171915997,0.16653363366777435
221,221,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Finish the name of this module:Data Structures and _____
",0.08348664961471862,0.14904330099388424,0.16230093463989415
222,222,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Finish the name of this module:Data Structures and _____
",0.08348664961471862,0.14904330099388424,0.16230093463989415
223,223,29,"hash, table, function, number, bucket, find, use, close, step, insert","In a hash table with 600 slots, after how many insertions is there likely to be (i.e. with probability 0.5 or greater) a collision?
",0.10817639916959715,0.18840749409638458,0.20218822400358327
224,224,54,"go, always, prime, distribution, reduce, collision, stand, little, since, explain","Do hash tables that use a prime number of buckets always increase distribution and reduce collisions, explain why?
",0.05454545454545454,0.10344827586206896,0.11180339887498948
225,225,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Insert 28, 29, 16, 9, 34, 8, 20 in order into an empty AVL Tree. What are the leaf nodes after rebalancing to satisfy the AVL Condition?
",0.10010553066140883,0.17474160710658884,0.18727924873093735
226,226,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","What is the minimum number of comparisons required to sort any permutation of 7 integers?
",0.07561266746594597,0.13660233730598634,0.14505102991975014
227,227,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What is the worst case scenario for finding an element in a singly linked list of size n?
",0.10278354763682976,0.17862392442282168,0.19025967706469318
228,228,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What is the difference between a singly linked list and a skip list?
",0.107761749291305,0.18643578450881235,0.19783755647717913
229,229,53,"need, company, for, real, system, large, tell, entry, priority, find","You've just started work at a long standing Technology company and your first project is to update old legacy data structures. You are given a closed hash tablewith linear probing containing identification numbers that is no longer being used, but is going to be archived due to its sensitive nature.You are tasked to copy this data into an array for archiving, but first the Load factor needs to be calculated.The closed hash table has 10,000 keys stored in it and you are told any item can be accessed in 3 steps on average. What is the Load Factor?
",0.1108164622396454,0.19645277867537025,0.21285231210647196
230,230,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","During this course a number of data structures have been taught. Generally these structures have worst case space complexity of O(n), with a single exception. One taught data structure has worst case space complexity O(n log(n)). Which of the taught data structures represents this exception?
",0.19389440243675568,0.30092825990728506,0.3133710143673719
231,231,29,"hash, table, function, number, bucket, find, use, close, step, insert","You wish to use open hashing (where each array slot contains a pointer to a linked list). The hash function has the form h(x) = x % 6 and the hash table has slots 0, ... , 5. If you insert the elements 5, 6, 7, 9, 15, 21, 22, 61 in that order, what is the minimum list length at the end?
",0.10848610280305632,0.18881726855991454,0.202742479945404
232,232,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","An algorithm has runtime T(n) = 0.00149n14+ 100n2+ 48nlog(n) for input of size n. What is the asymptotic time complexity of this algorithm?
",0.13364759762756204,0.22653058362256784,0.2406559070101962
233,233,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","In the context of an AVL Tree, AVL stands for:
",0.09961887303632865,0.1739934094815927,0.18647397337404273
234,234,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","Imagine you are a software engineer a Honda. Your boss asks you to implement a probabilistic skip list in Java with the probability of a new node being added to each lane decreasing by a factor of 0.5 for each lane as the lane number increases. However, due to lack of server space, she says that you may not use any arrays of size greater than 10 when defining the set of pointers for each node. Roughly how many items can this skip list hold before it can no longer be considered binary search when searching for nodes?
",0.1094770175358905,0.18825354236733274,0.20804245876182934
235,235,29,"hash, table, function, number, bucket, find, use, close, step, insert","What is one disadvantage of using a Hash Table with a small load L?(say, for L < 0.2)
",0.10762256784541185,0.1874726708890402,0.20121714984147995
236,236,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Consider average time complexity for each search algorithm.Select the only true statement.
",0.1330996313006596,0.2259257824908071,0.23977620622601598
237,237,29,"hash, table, function, number, bucket, find, use, close, step, insert","Suppose I have a Close Hash Table with load L, and it takes me on average 1.15 steps to find an item in the table. What is the value of L (to 2 sig.fig.) ?
",0.10833589254671788,0.1886656629885214,0.20231445488794372
238,238,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Two main measures for the efficiency of an algorithm are_________________
",0.096637634406295,0.16791848380742663,0.17833547129623464
239,239,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Which of the following input Arrays makes insertion sort in ascending order perform the largest number of comparisons?
",0.07779779112206381,0.14022519461690405,0.14851950898736116
240,240,14,"value, operation, perform, similar, expect, many, page, real, note, temp","Consider the following doubly linked list:HEAD - one - two - three - four - five - TAILwhere one is a Node object with integer value 1, prev = HEAD, next = two. This object type is similar for the remaining nodes.What will the list be after performing the following operations:Node temp = New Node(value=7, prev=one, next=three)one.next = temp;three.prev = temp;
",0.08218746072266424,0.1393825057092013,0.14696977883993162
241,241,4,"store, must, number, able, book, like, quickly, application, product, could","An application for a supermarket checkout needs to store products with their serial numbers, and the application must be able to quickly find the product linked to the serial number which has been scanned by the cashier.Should the serial number of the product change, the application should also be able to quickly change the serial number associated with the relevant product. Which of the following data structures would be most appropriate to store the products and serial numbers in memory?
",0.06826327657114913,0.12476921979415807,0.13894754664481326
242,242,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Which of these is correct for the BEST time complexity for the following Algorithms?
",0.13705508507426595,0.23179050830417175,0.2455480830846258
243,243,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the Post-Order Traversal of the tree: 20 / \ 10 28 / \ 5 18 \ 19
",0.09986140559823906,0.17444395358600256,0.1867991960727463
244,244,29,"hash, table, function, number, bucket, find, use, close, step, insert","Using open hashing with ahash function of the form h(x) = x % 7 and a hash table with slots 0, …,6, if you insert the elements 15, 7, 22, 8, 19, 31, 30, 29, 40, 81 in that order, what is the maximum list length at the end?
",0.10900901360079919,0.18972219521622607,0.20340827432028796
245,245,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the recurrence relation for worst case QuickSort, and what is the time complexity in this case?
",0.1963065881692093,0.3052809675761081,0.31783634263700844
246,246,1,"order, consider, runtime, input, size, constant, post, function, print, correct","A quadratic time algorithm uses 70 elementary operations to process an input of size 20. What is the predicted number of elementary operations it will use for an input of size 200?
",0.07362956121789467,0.13428379206765717,0.14334516469195294
247,247,17,"insertion, already, term, label, counter, may, many, suitable, situation, use","Consider the following hypothetical situation:You have a sorting algorithm which uses quicksort 50% of the time, and insertion sort 50% of the time, on average. n input lists arrive such a given list is already completely sorted with probability x, and the rest are random.Give an equality for x in terms of n for when this approach will be quicker than always using Selection sortYou may refer to the below:(Note that because of the hypothetical nature of the question, the answer may seem counter-intuitive, but will make mathematical sense)
",0.04113111725168969,0.07777838888809582,0.10975040488662244
248,248,39,"first, full, town, work, access, part, last, anywhere, remove, face","You work for Spotazon music, and have been asked to implement a data structure to store music playlists. Users will want to be able to easily add/remove tracks from any point in the playlist, and they should be able to skip forward/skip backwards a track. Your brief is to use a data structure that will maximise the speed of these functions. Which of the following data structures would be most appropriate.
",0.07070316185333611,0.12804383276964168,0.13877890730759182
249,249,29,"hash, table, function, number, bucket, find, use, close, step, insert","You use a standard closed hashtable with linear probing (to the right, i.e. in the direction of higher indices). The hash function has the form h(x) = x % 7 and the hash table has slots 0, … , 6. If you insert the elements 18,19,25,701,77,74,y in that order, where y is an unknown integer, what does the hashtable look like at the end?a) 77,701,74,y,18,19,25b) 77,25,701,y,18,19,74c) 77,701,y,19,18,25,74d) 77,18,19,701,25,74,ye) None of the above are correct
",0.10980215375897467,0.1908240271820291,0.20493412077316653
250,250,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Consider the following two lists:List X: List of integers from 1 to 100 (inclusive) in ascending orderList Y: Random permutation of list XWhich of the statements A-D is FALSE (on average)?
",0.10622096331949779,0.1844088020100305,0.19587267048162113
251,251,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following algorithms has the lowest complexity class
",0.18471107104428888,0.2913814406658735,0.30301958072970514
252,252,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","What are the steps taken to complete a Radix Sort on a list of integers?
",0.07874706000711398,0.14193120870334458,0.15005703247728241
253,253,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the runtime of the following code?for (int i=0; i < N; ++i) { for (int j=0; j < M/2; j=j*2) { System.out.println(j); if (i%2 == 0) { for (int k=0; k < 2*N; ++k) { System.out.println(i + "" is even""); } } }}
",0.09879100412635822,0.17178600420238344,0.18229852134586144
254,254,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Given the following numbers: 6,2,18,34,13,14.When constructing a perfectly balancedbinary search tree from the numbers in that order, which number is its root?
",0.09993194898361753,0.17466077818377368,0.1869202775368188
255,255,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","Selection Sort runs for 5 seconds for 100 records. How likely is it likely to run for 10,000 records?
",0.13178184664359288,0.21802980973205774,0.22311539306945638
256,256,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Below is an incomplete code for the class LinkedList.Method 'Get' finds the ith element in the linked list. Which code must go at 'X' for the code to work.public Object get(int i){ if (i<0 || i>=n) { return error; } ListNode node = head; Xreturn node.element;}
",0.09705571645866713,0.16928410994355436,0.1796570559777651
257,257,58,"element, key, bucket, place, contain, balance, add, unbalanced, lane, fill","You have to insert the element ""20"" in this skip list, p = 0.5, max lanes = 5:Which one of the following statements are true?
",0.09872348194619225,0.17922614317301222,0.1897244198588146
258,258,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","Below is an example graph. Which of the following adjacency matrices represent this graph?
",0.08751607412660703,0.15650661179579275,0.1715698709203708
259,259,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the result of shell sorting the data set below with a gap size of 3.56 21 30 43 98 23
",0.10874191894738855,0.18791875543071065,0.2067464919816722
260,260,9,"true, advantage, main, let, off, boolean, follow, prefer, qif, pessimistic","Which of the following is TRUE?
",0.1039309564364644,0.18417945610416447,0.20771671663974517
261,261,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the correct in order traversal of this Binary tree?
",0.10098535827309005,0.17622481706964105,0.1884956129618635
262,262,23,"create, deletion, state, shell, allow, record, surgery, logn, fast, must","Using Dijkstra's algorithm, starting at node S, state the order of nodestraversed before reaching the node B.
",0.023987814465408805,0.04635741351912969,0.050813971116594144
263,263,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Below is an example binary tree. What is the pre-order traversal of this tree?
",0.10172157536391996,0.1773517911281561,0.18955795523757832
264,264,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which statement about linked lists and arrays is TRUE?
",0.1031353736200245,0.17910105926003905,0.1904357220551024
265,265,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider a closed hash table with 150 buckets storing 100 items.On average, how many steps of linear probing would it take to find an item?
",0.11011650576041081,0.19138879527579272,0.20534114550290478
266,266,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","The list of numbers {10, 36, 27 22, 4} is to be stored as an AVL Tree.Which numbers, will be the leaves (subtrees with no children) of the left subtree from the root when the tree is balanced?
",0.10141882055182044,0.17696082403081045,0.18925963747452174
267,267,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","The following integers are inserted into an empty ALV Tree in the following order: 4, 8, 15, 16, 23, 42. The tree puts the greater integers on the right, and smaller ones on the left e.g 8 would be somewhere to the right of 4. The tree is kept balanced after each insertion. Each node of the tree is then printed using pre-order traversal separated by commas. Nothing is printed if a null node is encountered using this method. Which of the following is the correct output produced?
",0.10080032597219014,0.1760307891665685,0.18902431356847213
268,268,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","Correct assigments of big O notation forTheta, Omega, Oare:
",0.07103713878713878,0.12525278226153758,0.1265904804121392
269,269,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms does shellsort make use of?
",0.18691259622471418,0.2944760517661713,0.30589244901417423
270,270,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is true for all binary trees?
",0.10150002218161452,0.17708756468868572,0.19010532285957005
271,271,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What are the 2 main types of graph traversal?
",0.11158685937629471,0.18773803895985697,0.2017832376704518
272,272,29,"hash, table, function, number, bucket, find, use, close, step, insert","What can't/shouldn't you do with closed hashtables?
",0.10771457630985194,0.18739713928451004,0.20154160067837573
273,273,21,"merge, positive, great, recurrence, relation, simplicity, power, stooge, looping, algorithmsa","What is an advantage of Heap Sort over Merge Sort?
",0.07692307692307693,0.14285714285714285,0.16770509831248423
274,274,27,"for, follow, int, code, runtime, method, get, correctly, property, class","What is the Big-Theta of this code:void myProgram (int a, int b, int c){ for(int i=0; i<a*a; i++){ for(int j=0; j<b; j++){ if(j==b/2){ for(int k=0; k<c; k++){ System.out.println(""TRUE""); } } else { System.out.println(""FALSE""); } } }}
",0.09584460414672807,0.16758155707480954,0.1776859556670438
275,275,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which three of the following sorting algorithms are stable?:Selection sort,Insertion sort,Bubble sort,Shell sort,Quick sort,Merge sort,Heap sort.
",0.187036891543316,0.29501863230329217,0.30640958800488105
