,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Question
320,320,17.0,0.3476000130176544,"right, leave, node, process, sub, current, subtree, describe, differ, left","['follow', 'text', 'describe', 'type', 'tree', 'traversal', 'process', 'current', 'node', 'process', 'node', 'leave', 'sub', 'tree', 'process', 'node', 'sub', 'treewhich', 'follow', 'traversal', 'describe']","The following text describes a type of tree traversal: - Process current node - Process nodes in the left sub-tree - Process nodes in the right sub-treeWhich of the following traversals does the above describe?
"
985,985,17.0,0.31869998574256897,"right, leave, node, process, sub, current, subtree, describe, differ, left","['type', 'follow', 'follow', 'step', 'process', 'node', 'leave', 'sub', 'tree', 'process', 'node', 'right', 'sub', 'tree', 'process', 'current', 'node']","Which type of traversal follows the following steps?1. Process nodes in the left sub-tree2. Process nodes in the right sub-tree3. Process the current node
"
1176,1176,17.0,0.26649999618530273,"right, leave, node, process, sub, current, subtree, describe, differ, left","['condition', 'need', 'meet', 'for', 'binary', 'tree', 'for', 'node', 'number', 'node', 'leave', 'right', 'subtree', 'differ', 'for', 'node', 'number', 'node', 'leave', 'right', 'subtree', 'equal', 'height', 'node', 'equal', 'height', 'leave', 'node', 'level', 'tree', 'fill']","What conditions need to be met for a binary tree to be perfectly balanced
"
430,430,17.0,0.1973000019788742,"right, leave, node, process, sub, current, subtree, describe, differ, left","['class', 'for', 'avl', 'tree', 'node', 'give', 'class', 'avlnode', 'int', 'value', 'int', 'balance', 'avlnode', 'leave', 'right', 'avl', 'tree', 'node', 'balance', 'value', 'indicate']","Class for an AVL tree node is given below:class AVLNode { int value; int balance; AVLNode left, right;};In this AVL tree node, what does the balance value of 1, 0 and -1 indicate?
"
639,639,17.0,0.34360000491142273,"right, leave, node, process, sub, current, subtree, describe, differ, left","['type', 'tree', 'transversal', 'first', 'process', 'node', 'leave', 'subtree', 'right', 'subtree', 'finally', 'current', 'node']","Which type of tree transversal will first process the nodes in the left subtree, then the right subtree and finally the current node?
"
1645,1645,18.0,0.48080000281333923,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['follow', 'scenario', 'would', 'adjacency', 'list', 'represent', 'bath', 'building', 'node', 'street', 'connect', 'edge', 'graphical', 'representation', 'youtube', 'user', 'account', 'node', 'relationship', 'if', 'train', 'system', 'node', 'train', 'station', 'relationship', 'if', 'train', 'go', 'directly', 'stop', 'graphical', 'depiction', 'port', 'world', 'company', 'offer', 'trip', 'nearly', 'port', 'directly', 'nod', 'port', 'relationship', 'whether', 'ship', 'travel']","Which of the following scenarios would use an adjacency matrix over an adjacency list?
"
1351,1351,18.0,0.31360000371932983,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['large', 'company', 'look', 'store', 'employee', 'would', 'number', 'open', 'hash', 'table', 'currently', 'employee', 'however', 'would', 'like', 'future', 'proof', 'system', 'design', 'system', 'for', 'capacity', 'would', 'like', 'perform', 'operation', 'certain', 'id', 'average', 'number', 'step', 'many', 'bucket', 'would', 'hash', 'table', 'require', 'fit', 'specification']","A large company is looking to store their employee ID numbers in an open hash table. They currently have 20,000 employees, however they would like to future proof their system and design their system for a capacity of 30,000. They would like to perform operations on certain IDs with an average number of steps at 4. How many buckets would their hash table require to fit these specifications?
"
2110,2110,18.0,0.2759000062942505,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['definition', 'abstraction', 'talk', 'thing', 'abstract', 'manner', 'hide', 'unnecessary', 'detail', 'space', 'time', 'complexity', 'like', 'distraction']","What is the definition of Abstraction?
"
1402,1402,18.0,0.17550000548362732,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['data', 'structure', 'apple', 'absolut', 'vodka', 'kill', 'abstraction']","Finish the name of this module:Data Structures and _____
"
652,652,18.0,0.16210000216960907,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['company', 'wish', 'create', 'for', 'transaction', 'id', 'never', 'remove', 'id', 'want', 'hash', 'table', 'minimal', 'memory', 'cache', 'good', 'type', 'hashtable', 'meet', 'requirement']","A company wishes to create a Hashtable for all transaction IDs. They will never remove any of the IDs, and want the Hash Table to use minimal memory (and cache). What is the best type of Hashtable to meet these requirements.
"
1401,1401,18.0,0.17520000040531158,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['data', 'structure', 'apple', 'absolut', 'vodka', 'kill', 'abstraction']","Finish the name of this module:Data Structures and _____
"
273,273,18.0,0.31360000371932983,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract","['large', 'company', 'look', 'store', 'employee', 'would', 'number', 'open', 'hash', 'table', 'currently', 'employee', 'however', 'would', 'like', 'future', 'proof', 'system', 'design', 'system', 'for', 'capacity', 'would', 'like', 'perform', 'operation', 'certain', 'id', 'average', 'number', 'step', 'many', 'bucket', 'would', 'hash', 'table', 'require', 'fit', 'specification']","A large company is looking to store their employee ID numbers in an open hash table. They currently have 20,000 employees, however they would like to future proof their system and design their system for a capacity of 30,000. They would like to perform operations on certain IDs with an average number of steps at 4. How many buckets would their hash table require to fit these specifications?
"
1032,1032,18.0,0.06639999896287918,"look, like, system, abstraction, talk, unnecessary, distraction, manner, hide, abstract",['abstraction'],"What is the definition of Abstraction?
"
275,275,19.0,0.10109999775886536,"read, ordermanner, apre, office, house, route, begin, horse, minimise, recursive","['task', 'find', 'house', 'begin', 'route', 'post', 'office', 'give', 'follow', 'information', 'distance', 'node']","You are a Postman and have been tasked with finding the shortest path to house D.You begin your route at the Post office (A).You have been given the following information:Distances between nodes are:A->D=6A->B=10A->C = 4C->D=1C->B=9D->B=3
"
1343,1343,19.0,0.10649999976158142,"read, ordermanner, apre, office, house, route, begin, horse, minimise, recursive","['if', 'follow', 'binary', 'tree', 'traverse', 'apre', 'ordermanner', 'order', 'would', 'letter', 'read']","If the following binary tree was to be traversed in apre-ordermanner, in which order would the letters be read?
"
1353,1353,19.0,0.1046999990940094,"read, ordermanner, apre, office, house, route, begin, horse, minimise, recursive","['task', 'find', 'house', 'begin', 'route', 'post', 'office', 'give', 'follow', 'information', 'distance']","You are a Postman and have been tasked with finding the shortest path to house D.You begin your route at the Post office (A).You have been given the following information:Distances between nodes are:A->D=6A->B=10A->C = 4C->D=1C->B=9D->B=3
"
265,265,19.0,0.10649999976158142,"read, ordermanner, apre, office, house, route, begin, horse, minimise, recursive","['if', 'follow', 'binary', 'tree', 'traverse', 'apre', 'ordermanner', 'order', 'would', 'letter', 'read']","If the following binary tree was to be traversed in apre-ordermanner, in which order would the letters be read?
"
496,496,20.0,0.20970000326633453,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['ask', 'assignment', 'make', 'class', 'method', 'reverse', 'give', 'incomplete', 'code', 'would', 'suggest', 'put', 'instead', 'for', 'method', 'work']","A user on Stack Overflow has asked you to fudge his coursework to work.His assignment is to make a class, with a method that reverses an array.He gave you the incomplete code in Java.Which code would you suggest him to put instead of a? for the method to work?
"
916,916,20.0,0.2345999926328659,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'give', 'input', 'likely', 'amount', 'elementary_operation', 'for']","A quadratic time algorithm uses 27 elementary operations when given an input n=10. What is the (most likely) amount of elementary operations for n=1000?
"
426,426,20.0,0.05810000002384186,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['input', 'output', 'dijkstra', 'algorithm']","What is the input and output of Dijkstra's algorithm?
"
1574,1574,20.0,0.20970000326633453,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['ask', 'assignment', 'make', 'class', 'method', 'reverse', 'give', 'incomplete', 'code', 'would', 'suggest', 'put', 'instead', 'for', 'method', 'work']","A user on Stack Overflow has asked you to fudge his coursework to work.His assignment is to make a class, with a method that reverses an array.He gave you the incomplete code in Java.Which code would you suggest him to put instead of a? for the method to work?
"
1860,1860,20.0,0.43140000104904175,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['pole', 'for', 'election', 'however', 'mistake', 'mean', 'send', 'alphabetical', 'order', 'county', 'name', 'certain', 'county', 'send', 'datum', 'early', 'late', 'mean', 'list', 'order', 'incorrectly', 'position', 'error', 'term', 'job', 'line', 'little', 'time', 'fix', 'mistake', 'give', 'reading', 'skill', 'limited', 'computer', 'incredibly', 'slow', 'sort', 'method', 'insertionsort', 'answer', 'unless', 'list', 'show']","The poles for the 2080 US election are in. However there has been a mistake: they were meant to be sent in by alphabetical ordering of the 3242 county names, but certain counties sent their data in early or late. This has meant that the list is ordered incorrectly, with a positioning error term of at most 4. Jim, whose job is on the line, has very little time to fix the mistake. Given that his reading skills are limited, and his computer is incredibly slow, which sorting method should he use.
"
211,211,20.0,0.3747999966144562,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['certain', 'quadratic', 'time', 'algorithm', 'use', 'elementary_operation', 'process', 'input', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A certain quadratic time algorithm uses 50 elementary operations to process an input of size 20. What is the most likely number of elementary operations it will use if given an input of size 2000?
"
214,214,20.0,0.3718999922275543,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'process', 'aninput', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A quadratic time algorithm uses 50 elementary operations to process aninput of size 10. What is the most likely number of elementary operations it will use if given an input of size 10,000?
"
1426,1426,20.0,0.3287000060081482,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'process', 'input', 'size', 'predict', 'number', 'elementary_operation', 'for', 'input', 'size']","A quadratic time algorithm uses 70 elementary operations to process an input of size 20. What is the predicted number of elementary operations it will use for an input of size 200?
"
1553,1553,20.0,0.3747999966144562,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['certain', 'quadratic', 'time', 'algorithm', 'use', 'elementary_operation', 'process', 'input', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A certain quadratic time algorithm uses 4 elementary operations to process an input of size 10.What is the most likely number of elementary operations it will use if given an input of size100?
"
348,348,20.0,0.3287000060081482,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'process', 'input', 'size', 'predict', 'number', 'elementary_operation', 'for', 'input', 'size']","A quadratic time algorithm uses 70 elementary operations to process an input of size 20. What is the predicted number of elementary operations it will use for an input of size 200?
"
1461,1461,20.0,0.17059999704360962,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['use', 'selection', 'sort', 'multiple', 'input', 'datum', 'follow', 'statement', 'correct', 'assume', 'input', 'datum', 'equal', 'size', 'mostly', 'sort', 'input', 'datum', 'sort', 'fastest', 'completely', 'unsorte', 'input', 'datum', 'datum', 'reverse', 'order', 'sort', 'fastest', 'randomly', 'order', 'input', 'datum', 'sort', 'fast', 'input', 'datum', 'sort', 'roughly', 'amount', 'time']","When using a selection sort algorithm on multiple input data, which of the following statements is correct? It can be assumed that all input data is of equal size.
"
383,383,20.0,0.11050000041723251,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['use', 'selection', 'sort', 'multiple', 'input', 'datum', 'follow', 'statement', 'correct', 'assume', 'input', 'datum', 'equal', 'size']","When using a selection sort algorithm on multiple input data, which of the following statements is correct? It can be assumed that all input data is of equal size.
"
1994,1994,20.0,0.2345999926328659,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'give', 'input', 'likely', 'amount', 'elementary_operation', 'for']","A quadratic time algorithm uses 27 elementary operations when given an input n=10. What is the (most likely) amount of elementary operations for n=1000?
"
1728,1728,20.0,0.13279999792575836,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['go', 'add', 'array', 'number', 'empty', 'binary', 'tree', 'bad', 'term', 'search', 'time', 'if', 'input', 'array', 'unsorte', 'already', 'sort', 'search', 'whether', 'input', 'array', 'sort', 'unsorted', 'array', 'size', 'multiple']","You are going to add an array of numbers to an empty binary tree. It is worse in terms of search time if the input array is:
"
1168,1168,20.0,0.2687999904155731,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['like', 'book', 'alphabetically', 'go', 'away', 'mother', 'buy', 'book', 'for', 'monthhowever', 'stick', 'emma', 'system', 'slide', 'book', 'wherever', 'convenient', 'rearrange', 'exist', 'come', 'home', 'vacation', 'want', 'sort', 'book', 'back', 'alphabetical', 'orderwhat', 'fast', 'could', 'heap', 'sort', 'merge', 'insertion', 'sort', 'quick', 'sort', 'sort']","Emma likes to organise her book collection alphabetically. When she goes away to Uni, her mother buys a few books for her every month.However, she doesn't stick to Emma's system and just slides the books wherever it's more convenient. She doesn't rearrange the existing books.When Emma comes home on vacation, she wants to sort her books back into alphabetical order.What's the fastest algorithm that Emma could use?
"
782,782,20.0,0.4336000084877014,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['pole', 'for', 'election', 'however', 'mistake', 'mean', 'send', 'alphabetical', 'order', 'county', 'name', 'certain', 'county', 'send', 'datum', 'early', 'late', 'mean', 'list', 'order', 'incorrectly', 'position', 'error', 'term', 'job', 'line', 'little', 'time', 'fix', 'mistake', 'give', 'reading', 'skill', 'limited', 'computer', 'incredibly', 'slow', 'sort', 'method']","The poles for the 2080 US election are in. However there has been a mistake: they were meant to be sent in by alphabetical ordering of the 3242 county names, but certain counties sent their data in early or late. This has meant that the list is ordered incorrectly, with a positioning error term of at most 4. Jim, whose job is on the line, has very little time to fix the mistake. Given that his reading skills are limited, and his computer is incredibly slow, which sorting method should he use.
"
1729,1729,20.0,0.13269999623298645,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['go', 'add', 'array', 'number', 'empty', 'binary', 'tree', 'bad', 'term', 'search', 'time', 'if', 'input', 'array', 'unsorte', 'already', 'sort', 'search', 'whether', 'input', 'array', 'sort', 'unsorted', 'array', 'size', 'multiple']","You are going to add an array of numbers to an empty binary tree. It is worse in terms of search time if the input array is:
"
1289,1289,20.0,0.3573000133037567,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['certain', 'quadratic', 'time', 'algorithm', 'use', 'elementary_operation', 'process', 'input', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size', 'none']","A certain quadratic time algorithm uses 50 elementary operations to process an input of size 20. What is the most likely number of elementary operations it will use if given an input of size 2000?
"
1292,1292,20.0,0.3718999922275543,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['quadratic', 'time', 'use', 'elementary_operation', 'process', 'aninput', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A quadratic time algorithm uses 50 elementary operations to process aninput of size 10. What is the most likely number of elementary operations it will use if given an input of size 10,000?
"
90,90,20.0,0.3158999979496002,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['like', 'book', 'alphabetically', 'go', 'away', 'mother', 'buy', 'book', 'for', 'monthhowever', 'stick', 'emma', 'system', 'slide', 'book', 'wherever', 'convenient', 'rearrange', 'exist', 'come', 'home', 'vacation', 'want', 'sort', 'book', 'back', 'alphabetical', 'orderwhat', 'fast', 'could']","Emma likes to organise her book collection alphabetically. When she goes away to Uni, her mother buys a few books for her every month.However, she doesn't stick to Emma's system and just slides the books wherever it's more convenient. She doesn't rearrange the existing books.When Emma comes home on vacation, she wants to sort her books back into alphabetical order.What's the fastest algorithm that Emma could use?
"
475,475,20.0,0.3747999966144562,"method, size, input, go, exist, elementary_operation, likely, give, use, alphabetical","['certain', 'quadratic', 'time', 'algorithm', 'use', 'elementary_operation', 'process', 'input', 'size', 'likely', 'number', 'elementary_operation', 'if', 'give', 'input', 'size']","A certain quadratic time algorithm uses 4 elementary operations to process an input of size 10.What is the most likely number of elementary operations it will use if given an input of size100?
"
1122,1122,21.0,0.2833999991416931,"option, heap, select, insertionsort, let, selectionsort, technique, design, joke, funny","['many', 'method', 'consider', 'design', 'select', 'option', 'proper', 'design', 'technique', 'brute', 'force', 'static', 'programming', 'algorithm']","There are many methods to consider when designing an algorithm. Please select the option that is not a proper design technique.
"
45,45,21.0,0.22769999504089355,"option, heap, select, insertionsort, let, selectionsort, technique, design, joke, funny","['many', 'method', 'consider', 'design', 'select', 'option', 'proper', 'design', 'technique']","There are many methods to consider when designing an algorithm. Please select the option that is not a proper design technique.
"
470,470,21.0,0.14810000360012054,"option, heap, select, insertionsort, let, selectionsort, technique, design, joke, funny","['let', 'prime', 'qif']","Let p and q be primes such that p*q = N and p != q.If (p-1)(q-1) = 36What is N?
"
1123,1123,21.0,0.2833999991416931,"option, heap, select, insertionsort, let, selectionsort, technique, design, joke, funny","['many', 'method', 'consider', 'design', 'select', 'option', 'proper', 'design', 'technique', 'brute', 'force', 'static', 'programming', 'algorithm']","There are many methods to consider when designing an algorithm. Please select the option that is not a proper design technique.
"
44,44,21.0,0.22769999504089355,"option, heap, select, insertionsort, let, selectionsort, technique, design, joke, funny","['many', 'method', 'consider', 'design', 'select', 'option', 'proper', 'design', 'technique']","There are many methods to consider when designing an algorithm. Please select the option that is not a proper design technique.
"
1548,1548,21.0,0.14800000190734863,"option, heap, select, insertionsort, let, selectionsort, technique, design, joke, funny","['let', 'prime', 'qif']","Let p and q be primes such that p*q = N and p != q.If (p-1)(q-1) = 36What is N?
"
64,64,23.0,0.2678999900817871,"hash, table, bucket, open, insert, close, key, function, slot, closed","['many', 'different', 'insertion', 'sequence', 'key', 'value', 'use', 'hash', 'function', 'close', 'hash', 'table', 'linear_probing', 'give']","How many different insertion sequences of the key values, using the hash function h(k)=k mod 10, will result in the closed hash table with linear probing given below?
"
97,97,23.0,0.24120000004768372,"hash, table, bucket, open, insert, close, key, function, slot, closed","['give', 'hash', 'function', 'open', 'hashing', 'table', 'item', 'take', 'comparison', 'find', 'if', 'follow', 'item', 'add', 'use', 'give', 'hashing', 'function']","Given the hash function of % 11 into an open hashing table, which item will take the most comparisons to find if the following items are added using the given hashing function?11, 17, 32, 132, 4, 9, 100, 34, 25, 98, 165, 77, 40.
"
1757,1757,23.0,0.20819999277591705,"hash, table, bucket, open, insert, close, key, function, slot, closed","['if', 'close', 'hash', 'table', 'follow', 'false', 'array', 'bucket', 'require', 'linear_probe', 'take', 'average', 'step', 'bad', 'case', 'take', 'step', 'find', 'bucket', 'via', 'linear_probe', 'good', 'case', 'linear_probe', 'take', 'step', 'none']","If the load factor of a closed hash table is 0.7, which of the following is false?
"
1230,1230,23.0,0.32820001244544983,"hash, table, bucket, open, insert, close, key, function, slot, closed","['closed', 'hash', 'function', 'slot', 'element', 'insert', 'hash', 'table', 'slot', 'respectively']","A closed hash function h(x) = x%13 has slots 0 through to 12. When the elements (2, 55, 4, 26, 11, 14, 37, 30, 43, 40, 44, 6, 23) are inserted into the Hash table, in what slots are 43, 6 and 44 respectively?
"
1227,1227,23.0,0.19740000367164612,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'closed', 'hash', 'table', 'index', 'insert', 'follow', 'data', 'value', 'occupy', 'place', 'index']","Consider a closed hash table where h(x) = x% 8 where the index is 0 through 7. When inserting the following data, which value occupies the place indexed 4?27, 145, 87, 45, 23, 56, 79, 135
"
2003,2003,23.0,0.31850001215934753,"hash, table, bucket, open, insert, close, key, function, slot, closed","['statement', 'hash', 'table', 'false', 'open', 'hash', 'table', 'search', 'almost', 'always', 'runtime', 'efficient', 'linear_probing', 'linear_probing', 'search', 'if', 'item', 'remove', 'hash', 'table', 'maximum', 'number', 'value', 'divide', 'number', 'bucket', 'hash', 'function', 'function', 'create']","Which of these statements about hash tables is FALSE?
"
347,347,23.0,0.32330000400543213,"hash, table, bucket, open, insert, close, key, function, slot, closed","['use', 'open', 'hash', 'ahash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'maximum', 'list', 'length', 'end']","Using open hashing with ahash function of the form h(x) = x % 7 and a hash table with slots 0, …,6, if you insert the elements 15, 7, 22, 8, 19, 31, 30, 29, 40, 81 in that order, what is the maximum list length at the end?
"
1045,1045,23.0,0.1492999941110611,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'statement', 'open', 'hash', 'table', 'false']","Which of the following statements about open hash tables is false
"
644,644,23.0,0.15320000052452087,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'hash', 'table']","An Open Hash Table...:
"
238,238,23.0,0.16840000450611115,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'hash', 'table', 'type', 'datum', 'bucket', 'point']","In an Open Hash Table, what type of data structure does each array bucket point to?
"
2144,2144,23.0,0.2915000021457672,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'option', 'problematic', 'use', 'closed', 'hash', 'table', 'linear_probing', 'insert', 'element', 'retrieve', 'element', 'remove', 'element', 'none', 'problematic']","Out of the following options, which is the most problematic when using a closed hash table with linear probing?
"
977,977,23.0,0.27889999747276306,"hash, table, bucket, open, insert, close, key, function, slot, closed","['open', 'hash', 'table', 'almost', 'always', 'less', 'runtime', 'efficient', 'closed', 'hash', 'table']","Open hash tables are almost always less runtime efficient than closed hash tables
"
338,338,23.0,0.1429000049829483,"hash, table, bucket, open, insert, close, key, function, slot, closed","['disadvantage', 'use', 'hash', 'table', 'small', 'load', 'say', 'for']","What is one disadvantage of using a Hash Table with a small load L?(say, for L < 0.2)
"
1435,1435,23.0,0.26269999146461487,"hash, table, bucket, open, insert, close, key, function, slot, closed","['close', 'linear_probing', 'right', 'ie', 'direction', 'high', 'index', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'unknown', 'integer', 'none', 'correct', 'none', 'correct']","You use a standard closed hashtable with linear probing (to the right, i.e. in the direction of higher indices). The hash function has the form h(x) = x % 7 and the hash table has slots 0, … , 6. If you insert the elements 18,19,25,701,77,74,y in that order, where y is an unknown integer, what does the hashtable look like at the end?a) 77,701,74,y,18,19,25b) 77,25,701,y,18,19,74c) 77,701,y,19,18,25,74d) 77,18,19,701,25,74,ye) None of the above are correct
"
333,333,23.0,0.3172000050544739,"hash, table, bucket, open, insert, close, key, function, slot, closed","['wish', 'open', 'hashing', 'array', 'slot', 'contain', 'pointer', 'link', 'list', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'minimum', 'list', 'length', 'end']","You wish to use open hashing (where each array slot contains a pointer to a linked list). The hash function has the form h(x) = x % 6 and the hash table has slots 0, ... , 5. If you insert the elements 5, 6, 7, 9, 15, 21, 22, 61 in that order, what is the minimum list length at the end?
"
1430,1430,23.0,0.39149999618530273,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'statement', 'true', 'average', 'take', 'few', 'step', 'find', 'item', 'closed', 'hash', 'table', 'open', 'hash', 'table', 'average', 'take', 'step', 'find', 'item', 'open', 'hash', 'table', 'close', 'hash', 'table', 'load_factor', 'if', 'item', 'want', 'insert', 'hash', 'table', 'bucket', 'need', 'least', 'bucket', 'hash', 'table', 'if', 'element', 'insert', 'want', 'less']","Which of the following statements is true?
"
1428,1428,23.0,0.25999999046325684,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'closed', 'hash', 'table', 'linear_probing', 'bucket', 'value', 'input', 'bucket', 'value', 'place', 'decide', 'hash', 'function', 'bucket', 'value', 'also', 'write', 'bucket', 'value', 'final', 'array', 'add', 'order', 'specify']","Consider a closed hash table, with linear probing, with 4 buckets: [0,1,2,3]Where a ""Value"" is input and the ""Bucket"" the value is placed into is decided by the hash function:Bucket = (Value+1) %4(Also written as : Bucket = (Value+1) mod 4 ).What is the final array, when 7,13,9,5 are added in the order specified.
"
761,761,23.0,0.10729999840259552,"hash, table, bucket, open, insert, close, key, function, slot, closed","['for', 'structure', 'hash', 'table', 'follow', 'recommend']","For the Algorithm and data structure of hash tables, which of the following is recommended?
"
1425,1425,23.0,0.32339999079704285,"hash, table, bucket, open, insert, close, key, function, slot, closed","['use', 'open', 'hash', 'ahash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'maximum', 'list', 'length', 'end']","Using open hashing with ahash function of the form h(x) = x % 7 and a hash table with slots 0, …,6, if you insert the elements 15, 7, 22, 8, 19, 31, 30, 29, 40, 81 in that order, what is the maximum list length at the end?
"
1442,1442,23.0,0.4336000084877014,"hash, table, bucket, open, insert, close, key, function, slot, closed","['follow', 'statement', 'hash', 'table', 'true', 'whenchoosing', 'exact', 'size', 'hash', 'table', 'number', 'bucket', 'prime', 'number', 'instead', 'high', 'table', 'open', 'close', 'efficient', 'open', 'hash', 'table', 'comparison', 'close', 'hash', 'table', 'if', 'need', 'delete', 'item', 'table', 'must', 'never', 'closed', 'hashing', 'table']","Which of the following statements about hash tables are true?
"
350,350,23.0,0.25999999046325684,"hash, table, bucket, open, insert, close, key, function, slot, closed","['consider', 'closed', 'hash', 'table', 'linear_probing', 'bucket', 'value', 'input', 'bucket', 'value', 'place', 'decide', 'hash', 'function', 'bucket', 'value', 'also', 'write', 'bucket', 'value', 'final', 'array', 'add', 'order', 'specify']","Consider a closed hash table, with linear probing, with 4 buckets: [0,1,2,3]Where a ""Value"" is input and the ""Bucket"" the value is placed into is decided by the hash function:Bucket = (Value+1) %4(Also written as : Bucket = (Value+1) mod 4 ).What is the final array, when 7,13,9,5 are added in the order specified.
"
1463,1463,23.0,0.32670000195503235,"hash, table, bucket, open, insert, close, key, function, slot, closed","['load', 'hash', 'table', 'total', 'bucket', 'number', 'key', 'insert', 'number', 'key', 'insert', 'total', 'number', 'key', 'insert', 'total', 'bucket', 'number', 'key']","What is the ""load"" of a hash table?
"
86,86,23.0,0.10689999908208847,"hash, table, bucket, open, insert, close, key, function, slot, closed","['for', 'hash', 'table']","The load factor for a hash table is:
"
1062,1062,23.0,0.26809999346733093,"hash, table, bucket, open, insert, close, key, function, slot, closed","['for', 'hash', 'table', 'slot', 'already', 'contain', 'element', 'likely', 'go', 'collision', 'hash', 'table']","For a Hash Table with T slots already containing n elements how likely are there going to be collisions in the Hash Table?
"
1061,1061,23.0,0.5131999850273132,"hash, table, bucket, open, insert, close, key, function, slot, closed","['suppose', 'give', 'element', 'definitely', 'hash', 'table', 'search', 'for', 'element', 'hash', 'table', 'linear_probe', 'calculate', 'bucket', 'for', 'element', 'key', 'use', 'hash', 'function', 'however', 'check', 'appropriate', 'bucket', 'contain', 'different', 'key', 'follow', 'possible', 'reason', 'for', 'thisa', 'element', 'insert', 'hash', 'table', 'get', 'write', 'element', 'bucket', 'element', 'place', 'bucket', 'calculate', 'hash', 'functionc', 'key', 'bucket', 'calculate', 'hash', 'key', 'force', 'move', 'bucket', 'bucket', 'already', 'fill']","Suppose you are given that an element is definitely in the Hash Table. You search for this element in the Hash Table with linear probing. You calculate the bucket for the element's key using the hash function. However, when you check the appropriate bucket it contains a different key. Which of the following are possible reasons for this?A) The element was inserted in the Hash Table but then got over-written by another element with the same bucket number.B) The element is placed below it's bucket calculated by the hash function.C) The other key had the same bucket calculated by the hash function.D) The other key was forced to move down to the bucket because it's own bucket was already filled.
"
2091,2091,23.0,0.29670000076293945,"hash, table, bucket, open, insert, close, key, function, slot, closed","['close', 'linear_probing', 'right', 'ie', 'direction', 'high', 'index', 'hash', 'function', 'form', 'hash', 'table', 'slot', 'if', 'insert', 'element', 'order', 'end', 'none', 'other']","You wish to use a standard closed hashtable with linear probing (to the right, i.e. in the direction of higher indices). The hash function has the form h(x) = (x*x) % 5 , and the hash table has slots 0, ... , 4. If you insert the elements 3, 2, 4, 1, 5 in that order, what does the hashtable look like at the end?
"
